Date,Product_ID,Sales_Channel,Unit_Price,Quantity_Sold,Sales_Amount
2024-04-30 00:00:00,4,In-Store,46.56,18,838.08
2024-05-09 00:00:00,8,Partner,88.86,12,1066.32
2024-04-25 00:00:00,17,Partner,9.93,19,188.67
2024-04-08 00:00:00,9,In-Store,23.16,18,416.88
2024-05-28 00:00:00,1,Online,34.46,17,585.82
2024-04-16 00:00:00,20,Partner,74.51,6,447.06
2024-06-11 00:00:00,14,Online,65.86,15,987.9
2024-04-01 00:00:00,11,Partner,44.51,3,133.53
2024-04-05 00:00:00,3,Online,77.11,6,462.66
2024-04-03 00:00:00,9,Online,62.91,3,188.73
2024-06-04 00:00:00,14,Online,90.12,1,90.12
2024-04-04 00:00:00,9,In-Store,82.71,13,1075.23
2024-06-03 00:00:00,4,Online,29.02,14,406.28
2024-06-28 00:00:00,4,Online,30.79,13,400.27
2024-04-10 00:00:00,8,Online,16.91,4,67.64
2024-04-21 00:00:00,2,Partner,37.01,7,259.07
2024-05-16 00:00:00,9,Online,99.96,10,999.6
2024-06-30 00:00:00,14,Partner,43.55,7,304.85
2024-04-27 00:00:00,9,Online,25.95,15,389.25
2024-06-05 00:00:00,16,Online,77.44,15,1161.6
2024-05-11 00:00:00,17,In-Store,56.53,4,226.12
2024-04-13 00:00:00,16,Partner,19.21,6,115.26
2024-04-09 00:00:00,12,Online,41.17,5,205.85
2024-05-06 00:00:00,3,Partner,44.37,12,532.44
2024-06-25 00:00:00,11,Partner,76.61,1,76.61
2024-06-29 00:00:00,14,In-Store,6.96,8,55.68
2024-05-28 00:00:00,18,In-Store,30.56,1,30.56
2024-05-24 00:00:00,5,In-Store,54.17,5,270.85
2024-04-12 00:00:00,16,In-Store,30.54,6,183.24
2024-06-20 00:00:00,20,In-Store,64.7,3,194.1
2024-06-17 00:00:00,5,In-Store,50.78,15,761.7
2024-04-14 00:00:00,3,In-Store,39.36,5,196.8
2024-05-04 00:00:00,12,In-Store,95.17,14,1332.38
2024-05-23 00:00:00,1,Online,65.06,18,1171.08
2024-04-20 00:00:00,9,Partner,17.34,16,277.44
2024-06-14 00:00:00,9,In-Store,58.21,6,349.26
2024-04-16 00:00:00,4,In-Store,79.17,14,1108.38
2024-06-09 00:00:00,3,Partner,72.31,8,578.48
2024-05-26 00:00:00,17,Online,21.35,7,149.45
2024-06-22 00:00:00,2,Partner,97.38,8,779.04
2024-05-28 00:00:00,1,Partner,47.64,13,619.32
2024-04-04 00:00:00,8,In-Store,20.11,6,120.66
2024-04-04 00:00:00,13,Partner,22.12,18,398.16
2024-04-20 00:00:00,15,Partner,14.33,2,28.66
2024-04-10 00:00:00,8,In-Store,81.33,8,650.64
2024-04-24 00:00:00,12,In-Store,16.59,11,182.49
2024-04-26 00:00:00,12,In-Store,16.89,1,16.89
2024-05-07 00:00:00,14,In-Store,85.79,6,514.74
2024-06-24 00:00:00,15,Partner,37.74,16,603.84
2024-05-24 00:00:00,15,Partner,7.93,12,95.16
2024-04-21 00:00:00,9,Online,9.93,11,109.23
2024-06-13 00:00:00,19,Online,18.51,10,185.1
2024-05-08 00:00:00,20,Partner,25.27,3,75.81
2024-05-16 00:00:00,8,Online,68.19,13,886.47
2024-04-04 00:00:00,19,Partner,19.95,3,59.85
2024-05-30 00:00:00,6,Online,16.29,15,244.35
2024-05-27 00:00:00,20,In-Store,77.65,16,1242.4
2024-05-15 00:00:00,19,Online,68.75,13,893.75
2024-04-20 00:00:00,4,In-Store,46.36,17,788.12
2024-04-17 00:00:00,7,In-Store,57.18,3,171.54
2024-06-10 00:00:00,4,In-Store,34.64,11,381.04
2024-04-04 00:00:00,12,In-Store,50.84,19,965.96
2024-04-14 00:00:00,13,Online,53.13,11,584.43
2024-04-03 00:00:00,3,Partner,41.79,16,668.64
2024-06-27 00:00:00,12,In-Store,91.12,3,273.36
2024-06-19 00:00:00,2,Online,6.53,6,39.18
2024-05-28 00:00:00,2,In-Store,79.31,14,1110.34
2024-05-25 00:00:00,9,Online,16.82,18,302.76
2024-04-04 00:00:00,1,Online,80.77,17,1373.09
2024-04-24 00:00:00,8,Online,63.51,4,254.04
2024-05-04 00:00:00,6,Partner,85.11,15,1276.65
2024-04-30 00:00:00,6,Online,14.26,11,156.86
2024-06-21 00:00:00,18,Online,58.1,3,174.3
2024-04-19 00:00:00,17,Partner,52.6,3,157.8
2024-05-01 00:00:00,12,Partner,72.09,16,1153.44
2024-05-30 00:00:00,6,Online,55.76,5,278.8
2024-05-30 00:00:00,8,Partner,56.37,10,563.7
2024-04-19 00:00:00,19,In-Store,45.81,19,870.39
2024-05-19 00:00:00,10,In-Store,34.34,4,137.36
2024-06-02 00:00:00,1,Partner,50.82,19,965.58
2024-06-22 00:00:00,13,Partner,16.26,11,178.86
2024-04-22 00:00:00,17,Online,96.34,2,192.68
2024-04-24 00:00:00,3,Partner,72.87,10,728.7
2024-06-15 00:00:00,8,Online,95.48,11,1050.28
2024-04-30 00:00:00,14,In-Store,26.54,16,424.64
2024-05-28 00:00:00,3,Partner,88.54,19,1682.26
2024-05-01 00:00:00,16,Online,81.84,11,900.24
2024-06-03 00:00:00,13,Online,69.33,14,970.62
2024-04-19 00:00:00,20,In-Store,64.38,2,128.76
2024-05-18 00:00:00,17,Partner,35.07,5,175.35
2024-05-15 00:00:00,13,In-Store,82.56,5,412.8
2024-05-25 00:00:00,6,Online,52.64,19,1000.16
2024-05-25 00:00:00,17,Online,11.73,12,140.76
2024-04-18 00:00:00,14,Partner,34.72,18,624.96
2024-06-02 00:00:00,17,Online,93.85,4,375.4
2024-05-17 00:00:00,8,Partner,85.81,17,1458.77
2024-06-14 00:00:00,11,In-Store,98.28,10,982.8
2024-05-27 00:00:00,20,Partner,64.66,6,387.96
2024-05-15 00:00:00,1,Partner,28.51,14,399.14
2024-05-03 00:00:00,7,Online,20.47,11,225.17
2024-04-17 00:00:00,17,Online,22.76,11,250.36
2024-06-09 00:00:00,10,Partner,6.88,18,123.84
2024-04-04 00:00:00,11,Online,42.11,18,757.98
2024-04-20 00:00:00,9,Online,23.19,11,255.09
2024-05-17 00:00:00,9,Online,44.11,12,529.32
2024-06-30 00:00:00,5,Partner,93.82,5,469.1
2024-04-15 00:00:00,17,Online,45.9,9,413.1
2024-06-09 00:00:00,9,Partner,88.41,9,795.69
2024-05-17 00:00:00,17,Online,62.52,10,625.2
2024-06-17 00:00:00,19,In-Store,28.48,19,541.12
2024-06-14 00:00:00,7,Online,38.81,1,38.81
2024-04-09 00:00:00,9,Online,12.97,7,90.79
2024-06-29 00:00:00,7,Partner,36.68,4,146.72
2024-04-16 00:00:00,13,Partner,69.37,1,69.37
2024-06-08 00:00:00,11,Online,11.85,15,177.75
2024-05-31 00:00:00,14,In-Store,24.51,8,196.08
2024-04-10 00:00:00,19,Online,41.24,12,494.88
2024-05-20 00:00:00,11,Online,98.29,18,1769.22
2024-04-03 00:00:00,13,In-Store,79.56,15,1193.4
2024-06-16 00:00:00,14,Partner,74.68,17,1269.56
2024-06-09 00:00:00,13,Online,16.04,14,224.56
2024-06-20 00:00:00,1,Partner,79.19,14,1108.66
2024-05-21 00:00:00,8,Partner,79.6,18,1432.8
2024-04-19 00:00:00,12,In-Store,62.1,18,1117.8
2024-05-12 00:00:00,19,In-Store,99.08,16,1585.28
2024-05-05 00:00:00,12,Partner,35.9,1,35.9
2024-05-16 00:00:00,8,Online,94.42,11,1038.62
2024-04-26 00:00:00,8,Partner,91.9,15,1378.5
2024-06-08 00:00:00,13,Online,6.09,12,73.08
2024-06-03 00:00:00,12,Online,47.76,8,382.08
2024-05-07 00:00:00,16,In-Store,97.82,6,586.92
2024-06-23 00:00:00,1,Online,14.8,3,44.4
2024-05-19 00:00:00,13,Online,57.04,13,741.52
2024-04-21 00:00:00,7,Partner,98,13,1274
2024-06-13 00:00:00,5,In-Store,57.77,2,115.54
2024-06-03 00:00:00,8,Online,23.03,5,115.15
2024-04-05 00:00:00,14,Online,60.31,17,1025.27
2024-06-09 00:00:00,13,In-Store,24.42,6,146.52
2024-06-29 00:00:00,15,Partner,54.37,2,108.74
2024-04-04 00:00:00,17,In-Store,12.03,4,48.12
2024-05-09 00:00:00,15,In-Store,62.52,11,687.72
2024-05-05 00:00:00,20,Online,54.1,8,432.8
2024-04-01 00:00:00,18,Online,75.32,12,903.84
2024-04-24 00:00:00,18,Partner,64.92,8,519.36
2024-05-27 00:00:00,2,Online,57.21,11,629.31
2024-06-09 00:00:00,4,Online,70.53,8,564.24
2024-05-11 00:00:00,1,In-Store,18.67,8,149.36
2024-05-24 00:00:00,4,Online,61.56,17,1046.52
2024-05-16 00:00:00,18,Partner,21.35,16,341.6
2024-05-30 00:00:00,5,In-Store,92.92,14,1300.88
2024-05-30 00:00:00,19,Partner,11.49,11,126.39
2024-05-27 00:00:00,15,In-Store,45.89,7,321.23
2024-05-01 00:00:00,8,Online,71.1,16,1137.6
2024-06-23 00:00:00,20,In-Store,48.51,13,630.63
2024-04-24 00:00:00,17,In-Store,13.75,15,206.25
2024-06-28 00:00:00,1,Online,57.57,16,921.12
2024-05-06 00:00:00,12,Online,65.96,9,593.64
2024-06-24 00:00:00,19,Partner,71.86,3,215.58
2024-04-30 00:00:00,15,Partner,40.46,19,768.74
2024-04-24 00:00:00,9,Online,58.55,5,292.75
2024-04-30 00:00:00,7,Online,47.82,10,478.2
2024-06-25 00:00:00,2,Online,68.85,17,1170.45
2024-04-07 00:00:00,9,In-Store,60.44,15,906.6
2024-05-05 00:00:00,10,In-Store,54.95,8,439.6
2024-05-25 00:00:00,2,In-Store,28.7,15,430.5
2024-04-14 00:00:00,19,Online,5.19,14,72.66
2024-04-10 00:00:00,11,Partner,21.54,7,150.78
2024-06-19 00:00:00,13,Online,16.12,12,193.44
2024-04-16 00:00:00,10,In-Store,47.66,17,810.22
2024-05-24 00:00:00,14,In-Store,63.16,17,1073.72
2024-06-28 00:00:00,18,Online,25.24,10,252.4
2024-06-16 00:00:00,19,Online,94.21,19,1789.99
2024-06-09 00:00:00,9,In-Store,5.63,14,78.82
2024-05-14 00:00:00,7,In-Store,78.37,11,862.07
2024-06-12 00:00:00,3,In-Store,64.39,2,128.78
2024-05-15 00:00:00,20,Online,40.49,18,728.82
2024-05-26 00:00:00,6,In-Store,9.8,7,68.6
2024-06-23 00:00:00,2,In-Store,64.61,12,775.32
2024-06-21 00:00:00,6,Partner,41.63,2,83.26
2024-05-27 00:00:00,3,Online,93.95,18,1691.1
2024-04-21 00:00:00,16,Partner,56.49,6,338.94
2024-06-07 00:00:00,8,Partner,94.27,10,942.7
2024-05-20 00:00:00,2,In-Store,25.95,15,389.25
2024-05-03 00:00:00,17,Online,73.94,5,369.7
2024-06-30 00:00:00,9,In-Store,63.64,3,190.92
2024-04-07 00:00:00,12,Online,75.24,5,376.2
2024-06-09 00:00:00,3,Partner,25.39,8,203.12
2024-04-15 00:00:00,11,Online,68.17,8,545.36
2024-06-21 00:00:00,1,In-Store,52.31,8,418.48
2024-05-02 00:00:00,13,In-Store,75.57,12,906.84
2024-06-14 00:00:00,15,In-Store,36.07,8,288.56
2024-04-20 00:00:00,5,Online,89.56,11,985.16
2024-06-27 00:00:00,17,Partner,13.01,14,182.14
2024-04-15 00:00:00,6,Partner,81.68,8,653.44
2024-05-18 00:00:00,11,Online,86.83,10,868.3
2024-06-10 00:00:00,18,In-Store,82.64,7,578.48
2024-04-21 00:00:00,4,Partner,53.71,17,913.07
2024-05-12 00:00:00,3,In-Store,46.65,4,186.6
2024-04-26 00:00:00,13,Online,99.64,13,1295.32
2024-04-14 00:00:00,9,In-Store,26.77,4,107.08
2024-05-27 00:00:00,6,Partner,56.95,5,284.75
2024-05-07 00:00:00,12,Partner,68.71,4,274.84
2024-05-28 00:00:00,2,In-Store,71.58,18,1288.44
2024-04-21 00:00:00,3,Online,24.38,6,146.28
2024-06-21 00:00:00,3,In-Store,67.13,2,134.26
2024-06-08 00:00:00,12,Online,82.75,11,910.25
2024-04-03 00:00:00,15,In-Store,9.75,14,136.5
2024-06-26 00:00:00,9,Partner,91.59,5,457.95
2024-06-29 00:00:00,8,Online,7.8,6,46.8
2024-05-07 00:00:00,11,Online,38.82,10,388.2
2024-06-27 00:00:00,16,Online,6.5,8,52
2024-05-19 00:00:00,4,Partner,12.33,14,172.62
2024-04-19 00:00:00,1,In-Store,91.56,3,274.68
2024-06-28 00:00:00,7,Partner,38.71,12,464.52
2024-06-24 00:00:00,2,Online,45.35,16,725.6
2024-04-12 00:00:00,5,In-Store,25.46,17,432.82
2024-05-31 00:00:00,7,Partner,61.72,1,61.72
2024-05-11 00:00:00,4,Online,61.51,10,615.1
2024-05-03 00:00:00,5,Online,40.36,10,403.6
2024-05-20 00:00:00,1,Partner,36.64,2,73.28
2024-06-07 00:00:00,1,Partner,89.07,9,801.63
2024-06-10 00:00:00,15,Partner,41.41,13,538.33
2024-06-25 00:00:00,20,Online,51.88,16,830.08
2024-05-03 00:00:00,19,Partner,31.91,18,574.38
2024-06-20 00:00:00,10,Online,79.74,19,1515.06
2024-04-24 00:00:00,18,Partner,42.76,12,513.12
2024-05-31 00:00:00,3,Online,53.79,8,430.32
2024-05-31 00:00:00,11,Online,29.07,17,494.19
2024-04-28 00:00:00,15,In-Store,98.83,15,1482.45
2024-05-28 00:00:00,11,Partner,32.69,10,326.9
2024-05-13 00:00:00,17,Partner,78.22,15,1173.3
2024-05-11 00:00:00,17,Online,45.61,15,684.15
2024-05-09 00:00:00,6,Online,24.59,7,172.13
2024-06-25 00:00:00,5,Online,80.97,13,1052.61
2024-05-19 00:00:00,8,In-Store,36.69,17,623.73
2024-04-17 00:00:00,2,In-Store,87.19,9,784.71
2024-06-09 00:00:00,16,Online,91.95,8,735.6
2024-06-09 00:00:00,20,Partner,86.68,18,1560.24
2024-06-04 00:00:00,12,Partner,8.33,13,108.29
2024-06-13 00:00:00,6,In-Store,79.8,16,1276.8
2024-06-24 00:00:00,1,In-Store,44.08,9,396.72
2024-04-05 00:00:00,4,Online,88,12,1056
2024-04-02 00:00:00,17,Partner,65.61,12,787.32
2024-04-22 00:00:00,13,Online,84.2,6,505.2
2024-05-27 00:00:00,18,In-Store,52.45,19,996.55
2024-06-05 00:00:00,5,Partner,55.83,7,390.81
2024-06-13 00:00:00,3,Partner,18.72,3,56.16
2024-04-16 00:00:00,11,In-Store,79.48,16,1271.68
2024-05-21 00:00:00,13,Online,44.84,18,807.12
2024-05-09 00:00:00,4,Online,52.51,16,840.16
2024-06-25 00:00:00,14,Partner,79.58,7,557.06
2024-06-15 00:00:00,11,In-Store,61.89,4,247.56
2024-06-27 00:00:00,10,Partner,24.1,8,192.8
2024-05-10 00:00:00,19,In-Store,61.07,13,793.91
2024-05-08 00:00:00,18,Online,43.73,13,568.49
2024-05-30 00:00:00,6,In-Store,49.6,17,843.2
2024-05-29 00:00:00,15,Online,7.69,17,130.73
2024-04-10 00:00:00,10,In-Store,24.95,5,124.75
2024-06-03 00:00:00,5,Partner,31.7,6,190.2
2024-06-02 00:00:00,5,Online,72.73,19,1381.87
2024-05-19 00:00:00,10,Partner,6.09,13,79.17
2024-06-03 00:00:00,5,Partner,43.83,14,613.62
2024-05-02 00:00:00,3,Online,92.78,4,371.12
2024-04-07 00:00:00,6,Online,15.63,7,109.41
2024-04-21 00:00:00,4,Partner,54.06,8,432.48
2024-04-20 00:00:00,18,Partner,79.72,13,1036.36
2024-04-26 00:00:00,9,Partner,94.54,6,567.24
2024-06-07 00:00:00,17,Partner,75.94,6,455.64
2024-06-25 00:00:00,13,Online,73.45,3,220.35
2024-04-15 00:00:00,15,Online,83.52,3,250.56
2024-06-24 00:00:00,20,Partner,47.39,13,616.07
2024-06-18 00:00:00,17,In-Store,81.56,2,163.12
2024-06-25 00:00:00,13,In-Store,5.76,16,92.16
2024-04-14 00:00:00,16,Online,92.83,6,556.98
2024-04-27 00:00:00,4,Partner,47.11,8,376.88
2024-05-10 00:00:00,5,Partner,57.57,8,460.56
2024-05-28 00:00:00,5,Online,29.21,6,175.26
2024-04-28 00:00:00,9,In-Store,75.54,14,1057.56
2024-04-26 00:00:00,17,In-Store,12.28,3,36.84
2024-06-02 00:00:00,13,In-Store,87.9,10,879
2024-06-05 00:00:00,2,Online,83.67,3,251.01
2024-04-25 00:00:00,13,In-Store,25.53,12,306.36
2024-04-03 00:00:00,19,Online,81.89,17,1392.13
2024-06-11 00:00:00,3,Online,79.7,5,398.5
2024-05-14 00:00:00,10,Partner,65.06,9,585.54
2024-05-12 00:00:00,2,In-Store,40.48,7,283.36
2024-04-06 00:00:00,13,Online,30.79,4,123.16
2024-05-09 00:00:00,19,In-Store,27.02,13,351.26
2024-05-22 00:00:00,17,In-Store,35.27,13,458.51
2024-04-23 00:00:00,14,Partner,90.84,10,908.4
2024-06-28 00:00:00,12,In-Store,12.38,18,222.84
2024-05-20 00:00:00,12,Partner,83.74,17,1423.58
2024-05-13 00:00:00,11,Online,38.14,13,495.82
2024-04-19 00:00:00,7,In-Store,54.55,17,927.35
2024-06-08 00:00:00,4,Online,80.48,4,321.92
2024-05-21 00:00:00,19,In-Store,89.02,1,89.02
2024-04-11 00:00:00,1,Online,37.75,1,37.75
2024-04-12 00:00:00,3,In-Store,48.88,15,733.2
2024-06-13 00:00:00,13,In-Store,44.38,13,576.94
2024-04-08 00:00:00,15,In-Store,6.26,17,106.42
2024-04-24 00:00:00,2,In-Store,33.11,8,264.88
2024-05-11 00:00:00,11,In-Store,48.62,18,875.16
2024-05-06 00:00:00,4,In-Store,44.05,13,572.65
2024-06-24 00:00:00,19,In-Store,73.58,14,1030.12
2024-06-11 00:00:00,17,In-Store,41.56,8,332.48
2024-05-25 00:00:00,3,In-Store,51.49,8,411.92
2024-04-09 00:00:00,18,Online,45.81,15,687.15
2024-05-17 00:00:00,8,Partner,75.36,13,979.68
2024-04-15 00:00:00,19,In-Store,86.98,7,608.86
2024-05-18 00:00:00,5,Partner,55.53,5,277.65
2024-06-21 00:00:00,7,In-Store,80,17,1360
2024-05-12 00:00:00,8,In-Store,33.19,16,531.04
2024-05-30 00:00:00,5,Online,56.43,2,112.86
2024-06-23 00:00:00,17,Online,37.8,18,680.4
2024-06-09 00:00:00,5,Partner,44.35,17,753.95
2024-04-12 00:00:00,4,Online,74.58,7,522.06
2024-04-02 00:00:00,19,Online,88.76,13,1153.88
2024-04-07 00:00:00,2,Partner,16.54,18,297.72
2024-06-19 00:00:00,11,Online,65.29,14,914.06
2024-04-03 00:00:00,13,In-Store,60.3,18,1085.4
2024-04-03 00:00:00,15,Partner,16.25,13,211.25
2024-04-27 00:00:00,12,Partner,25.13,11,276.43
2024-05-10 00:00:00,11,In-Store,34.55,16,552.8
2024-05-03 00:00:00,7,Online,20.86,17,354.62
2024-04-01 00:00:00,5,Partner,28.15,8,225.2
2024-04-08 00:00:00,17,Partner,30.42,19,577.98
2024-05-02 00:00:00,20,In-Store,36.89,15,553.35
2024-05-18 00:00:00,9,In-Store,76.19,9,685.71
2024-04-04 00:00:00,14,Online,59.33,10,593.3
2024-06-09 00:00:00,12,Partner,98.69,12,1184.28
2024-04-19 00:00:00,6,Online,44.4,1,44.4
2024-05-02 00:00:00,17,Online,76.62,9,689.58
2024-04-09 00:00:00,19,In-Store,87.79,15,1316.85
2024-04-12 00:00:00,19,Partner,69.5,1,69.5
2024-04-11 00:00:00,16,Partner,44.13,12,529.56
2024-05-16 00:00:00,12,Partner,76.59,3,229.77
2024-04-16 00:00:00,12,In-Store,24.35,11,267.85
2024-04-01 00:00:00,20,In-Store,36.12,2,72.24
2024-06-02 00:00:00,6,In-Store,56.94,16,911.04
2024-04-21 00:00:00,4,In-Store,59.66,9,536.94
2024-04-30 00:00:00,6,In-Store,7.1,15,106.5
2024-04-13 00:00:00,11,Partner,94.79,12,1137.48
2024-05-04 00:00:00,1,Online,71.18,1,71.18
2024-04-04 00:00:00,15,Partner,52.09,13,677.17
2024-04-28 00:00:00,11,Online,93.65,14,1311.1
2024-05-29 00:00:00,19,In-Store,46.71,8,373.68
2024-04-27 00:00:00,18,Online,98.14,8,785.12
2024-06-08 00:00:00,17,Partner,53.67,12,644.04
2024-04-25 00:00:00,19,Partner,15.86,1,15.86
2024-04-03 00:00:00,14,Online,77.66,11,854.26
2024-06-07 00:00:00,18,In-Store,69.5,8,556
