Date,Product_ID,Sales_Channel,Unit_Price,Quantity_Sold,Sales_Amount
2024-03-28 00:00:00,4,Partner,21.77,15,326.55
2024-03-03 00:00:00,16,In-Store,25.95,4,103.8
2024-01-11 00:00:00,7,Online,22.71,11,249.81
2024-03-21 00:00:00,13,In-Store,79.06,19,1502.14
2024-01-08 00:00:00,10,In-Store,38.26,15,573.9
2024-02-04 00:00:00,7,Online,10.5,4,42
2024-02-04 00:00:00,14,Partner,97.06,13,1261.78
2024-02-02 00:00:00,5,Partner,88.96,19,1690.24
2024-01-05 00:00:00,3,Online,93.14,2,186.28
2024-02-10 00:00:00,11,Partner,99.52,14,1393.28
2024-01-28 00:00:00,11,Online,21.52,4,86.08
2024-01-07 00:00:00,18,Online,42.64,16,682.24
2024-03-13 00:00:00,15,Online,77.03,14,1078.42
2024-03-12 00:00:00,12,Partner,71.12,15,1066.8
2024-01-12 00:00:00,9,Online,19.62,3,58.86
2024-02-03 00:00:00,10,In-Store,82.5,8,660
2024-02-02 00:00:00,12,Partner,26.32,16,421.12
2024-02-17 00:00:00,17,Partner,26.26,10,262.6
2024-01-23 00:00:00,6,Partner,56.01,4,224.04
2024-03-02 00:00:00,7,Partner,61.33,18,1103.94
2024-03-28 00:00:00,14,In-Store,60.11,2,120.22
2024-02-06 00:00:00,13,Partner,13.69,17,232.73
2024-02-13 00:00:00,8,Partner,88.36,13,1148.68
2024-03-26 00:00:00,10,Online,30.23,4,120.92
2024-02-04 00:00:00,9,Partner,17.3,11,190.3
2024-03-05 00:00:00,18,In-Store,89.43,7,626.01
2024-02-16 00:00:00,2,In-Store,95.79,12,1149.48
2024-03-18 00:00:00,5,In-Store,86.9,10,869
2024-01-03 00:00:00,5,In-Store,81.9,7,573.3
2024-01-01 00:00:00,6,Partner,67.25,13,874.25
2024-01-05 00:00:00,19,Partner,57.33,7,401.31
2024-03-30 00:00:00,8,In-Store,13.26,17,225.42
2024-01-14 00:00:00,16,In-Store,43.8,10,438
2024-01-27 00:00:00,13,Partner,40.41,10,404.1
2024-01-09 00:00:00,1,In-Store,29.68,4,118.72
2024-03-19 00:00:00,20,Online,73.72,4,294.88
2024-01-15 00:00:00,17,In-Store,52.11,7,364.77
2024-03-30 00:00:00,7,In-Store,12.7,1,12.7
2024-02-11 00:00:00,13,Online,25.92,12,311.04
2024-03-17 00:00:00,4,Online,69.91,13,908.83
2024-02-20 00:00:00,4,Partner,12.23,10,122.3
2024-03-03 00:00:00,6,Partner,85.86,15,1287.9
2024-02-21 00:00:00,19,Online,52.04,13,676.52
2024-01-04 00:00:00,12,Online,50.66,9,455.94
2024-01-23 00:00:00,7,Partner,61.28,9,551.52
2024-01-15 00:00:00,10,In-Store,83.34,15,1250.1
2024-02-12 00:00:00,19,Online,38.04,10,380.4
2024-01-29 00:00:00,7,Partner,69.41,10,694.1
2024-02-05 00:00:00,3,In-Store,58.74,8,469.92
2024-01-13 00:00:00,13,Online,30.37,16,485.92
2024-02-01 00:00:00,13,In-Store,88.47,17,1503.99
2024-03-11 00:00:00,18,Partner,80.76,5,403.8
2024-02-28 00:00:00,20,Online,67.55,4,270.2
2024-03-26 00:00:00,8,In-Store,85.81,18,1544.58
2024-01-28 00:00:00,9,Online,87.39,19,1660.41
2024-03-06 00:00:00,7,In-Store,72.29,4,289.16
2024-02-11 00:00:00,1,Partner,84.52,7,591.64
2024-02-14 00:00:00,3,Partner,71.26,10,712.6
2024-03-02 00:00:00,13,Online,69.61,18,1252.98
2024-02-26 00:00:00,17,In-Store,63.77,19,1211.63
2024-01-06 00:00:00,1,Online,76.51,4,306.04
2024-01-28 00:00:00,6,Online,20.07,10,200.7
2024-01-28 00:00:00,6,In-Store,88.68,1,88.68
2024-02-13 00:00:00,12,In-Store,87.83,18,1580.94
2024-03-24 00:00:00,13,In-Store,7.78,5,38.9
2024-01-30 00:00:00,13,Partner,83.45,15,1251.75
2024-03-02 00:00:00,15,Online,17.24,17,293.08
2024-03-15 00:00:00,16,Online,36.84,3,110.52
2024-03-29 00:00:00,11,Partner,75.63,12,907.56
2024-03-02 00:00:00,5,In-Store,20.27,2,40.54
2024-01-01 00:00:00,4,Partner,82.71,1,82.71
2024-01-27 00:00:00,3,Partner,84.05,17,1428.85
2024-03-02 00:00:00,19,Partner,53.21,16,851.36
2024-03-17 00:00:00,20,Online,5.61,5,28.05
2024-01-03 00:00:00,18,Partner,32.27,15,484.05
2024-03-10 00:00:00,15,Online,63.61,3,190.83
2024-03-12 00:00:00,9,Online,98.21,7,687.47
2024-01-27 00:00:00,17,Online,65.02,11,715.22
2024-01-09 00:00:00,14,In-Store,29.68,10,296.8
2024-03-02 00:00:00,15,Online,65.23,9,587.07
2024-02-06 00:00:00,1,Online,56.3,14,788.2
2024-02-20 00:00:00,3,In-Store,79.09,13,1028.17
2024-02-13 00:00:00,16,Online,15.16,2,30.32
2024-01-24 00:00:00,11,Partner,77.3,3,231.9
2024-03-19 00:00:00,12,Partner,56.42,7,394.94
2024-02-28 00:00:00,10,Online,96.48,18,1736.64
2024-02-01 00:00:00,16,In-Store,37.48,3,112.44
2024-03-28 00:00:00,8,Partner,65.1,10,651
2024-02-21 00:00:00,6,In-Store,93.54,7,654.78
2024-03-02 00:00:00,12,In-Store,14.74,9,132.66
2024-02-27 00:00:00,8,Partner,94.04,17,1598.68
2024-02-21 00:00:00,4,In-Store,70.35,11,773.85
2024-01-12 00:00:00,8,Partner,11.44,7,80.08
2024-02-08 00:00:00,18,In-Store,33.59,14,470.26
2024-01-02 00:00:00,5,Partner,72.28,19,1373.32
2024-01-03 00:00:00,9,Online,11.4,4,45.6
2024-02-25 00:00:00,4,Partner,60.31,6,361.86
2024-03-21 00:00:00,17,Partner,37.86,10,378.6
2024-02-28 00:00:00,9,Partner,63.99,7,447.93
2024-01-02 00:00:00,1,Partner,9.35,13,121.55
2024-01-02 00:00:00,20,In-Store,87.8,14,1229.2
2024-02-23 00:00:00,13,Online,97.48,4,389.92
2024-03-27 00:00:00,16,Partner,97.04,8,776.32
2024-01-01 00:00:00,13,In-Store,76.22,5,381.1
2024-01-19 00:00:00,14,Online,17.36,1,17.36
2024-01-02 00:00:00,3,Online,77.04,4,308.16
2024-02-22 00:00:00,6,Online,7.34,3,22.02
2024-02-13 00:00:00,18,Online,7.1,9,63.9
2024-03-30 00:00:00,19,Partner,35.74,8,285.92
2024-02-01 00:00:00,5,Partner,51.42,1,51.42
2024-03-10 00:00:00,15,In-Store,78.19,6,469.14
2024-02-01 00:00:00,2,In-Store,69.91,9,629.19
2024-03-08 00:00:00,10,In-Store,47.36,7,331.52
2024-02-24 00:00:00,18,Online,30.99,4,123.96
2024-03-15 00:00:00,13,Online,99.73,13,1296.49
2024-02-25 00:00:00,5,Partner,45.49,17,773.33
2024-01-17 00:00:00,1,Online,47.88,2,95.76
2024-02-07 00:00:00,1,Online,20.54,5,102.7
2024-01-24 00:00:00,18,Online,80.51,12,966.12
2024-03-09 00:00:00,15,In-Store,70.9,8,567.2
2024-03-10 00:00:00,17,In-Store,25.97,6,155.82
2024-03-26 00:00:00,11,Partner,12.83,8,102.64
2024-01-11 00:00:00,17,Online,69.65,18,1253.7
2024-01-16 00:00:00,13,Online,67.18,3,201.54
2024-03-13 00:00:00,1,Partner,30.96,12,371.52
2024-02-28 00:00:00,2,Online,95.33,3,285.99
2024-03-10 00:00:00,9,Online,19.35,6,116.1
2024-03-20 00:00:00,3,In-Store,46.07,2,92.14
2024-01-03 00:00:00,1,Partner,94.64,12,1135.68
2024-01-20 00:00:00,16,Partner,44.87,2,89.74
2024-02-28 00:00:00,6,Partner,65.66,6,393.96
2024-02-05 00:00:00,17,Partner,42.77,17,727.09
2024-01-19 00:00:00,5,In-Store,31.05,3,93.15
2024-03-30 00:00:00,5,In-Store,98.48,2,196.96
2024-03-07 00:00:00,6,Online,43.89,8,351.12
2024-01-19 00:00:00,3,Online,89.94,12,1079.28
2024-01-20 00:00:00,5,Online,26.85,4,107.4
2024-03-11 00:00:00,5,Online,25.24,5,126.2
2024-02-21 00:00:00,10,In-Store,7.96,13,103.48
2024-02-02 00:00:00,10,Partner,66.91,15,1003.65
2024-02-09 00:00:00,19,In-Store,40.01,16,640.16
2024-02-08 00:00:00,17,Online,87.11,10,871.1
2024-03-22 00:00:00,14,In-Store,49.95,16,799.2
2024-01-01 00:00:00,9,Partner,96.98,12,1163.76
2024-01-11 00:00:00,14,Partner,22.62,17,384.54
2024-02-26 00:00:00,1,In-Store,87.52,16,1400.32
2024-03-29 00:00:00,19,In-Store,78.78,12,945.36
2024-02-19 00:00:00,13,In-Store,78.24,8,625.92
2024-01-23 00:00:00,13,Online,85.25,3,255.75
2024-01-31 00:00:00,4,In-Store,77.3,16,1236.8
2024-02-11 00:00:00,1,In-Store,64.49,13,838.37
2024-01-07 00:00:00,17,In-Store,17.47,19,331.93
2024-01-16 00:00:00,8,Partner,8.09,8,64.72
2024-03-30 00:00:00,2,Partner,92.48,5,462.4
2024-02-29 00:00:00,8,Online,63.58,8,508.64
2024-01-02 00:00:00,7,Online,80.67,12,968.04
2024-01-01 00:00:00,2,Partner,50.74,1,50.74
2024-02-17 00:00:00,3,Partner,16.14,6,96.84
2024-01-12 00:00:00,18,Partner,16.89,18,304.02
2024-03-09 00:00:00,12,In-Store,70.13,8,561.04
2024-02-06 00:00:00,1,In-Store,45.88,7,321.16
2024-02-01 00:00:00,12,Partner,24.05,1,24.05
2024-01-09 00:00:00,5,In-Store,51.7,16,827.2
2024-01-19 00:00:00,17,In-Store,11.1,12,133.2
2024-02-17 00:00:00,16,Online,60.29,6,361.74
2024-03-20 00:00:00,15,Partner,30.55,2,61.1
2024-01-03 00:00:00,15,Partner,80.77,14,1130.78
2024-01-20 00:00:00,5,In-Store,34.48,4,137.92
2024-01-24 00:00:00,14,Partner,48.25,1,48.25
2024-02-23 00:00:00,2,Online,6.1,18,109.8
2024-02-02 00:00:00,11,Online,11.88,13,154.44
2024-01-24 00:00:00,19,Online,42.29,2,84.58
2024-03-15 00:00:00,7,Partner,50.59,9,455.31
2024-03-12 00:00:00,6,Partner,62,2,124
2024-02-05 00:00:00,2,Partner,32.71,9,294.39
2024-02-07 00:00:00,6,Partner,71.02,1,71.02
2024-03-24 00:00:00,18,Partner,86.71,11,953.81
2024-03-29 00:00:00,2,Online,79.09,3,237.27
2024-01-25 00:00:00,18,In-Store,8.76,4,35.04
2024-01-18 00:00:00,15,Online,50.65,18,911.7
2024-03-22 00:00:00,19,Partner,14.97,6,89.82
2024-03-06 00:00:00,2,Online,27.99,3,83.97
2024-02-23 00:00:00,20,Partner,98.73,11,1086.03
2024-02-04 00:00:00,6,Partner,18.54,15,278.1
2024-03-20 00:00:00,1,Online,52.39,5,261.95
2024-03-01 00:00:00,15,Partner,63.72,10,637.2
2024-02-10 00:00:00,10,In-Store,71.73,12,860.76
2024-02-02 00:00:00,19,Partner,58.17,15,872.55
2024-03-08 00:00:00,17,In-Store,5.93,17,100.81
2024-02-02 00:00:00,5,In-Store,36.01,10,360.1
2024-01-14 00:00:00,4,Partner,54.18,6,325.08
2024-01-21 00:00:00,10,Online,13.35,18,240.3
2024-02-17 00:00:00,17,In-Store,38.31,13,498.03
2024-01-20 00:00:00,10,Online,8.15,3,24.45
2024-01-08 00:00:00,17,In-Store,12.46,10,124.6
2024-01-07 00:00:00,20,Partner,42.71,14,597.94
2024-03-07 00:00:00,5,Partner,17.61,6,105.66
2024-01-17 00:00:00,2,In-Store,58.92,3,176.76
2024-02-02 00:00:00,6,Partner,70.5,16,1128
2024-02-17 00:00:00,2,In-Store,81.06,7,567.42
2024-03-16 00:00:00,13,Partner,24.01,14,336.14
2024-02-28 00:00:00,11,Online,20.91,9,188.19
2024-03-26 00:00:00,11,Partner,14.93,15,223.95
2024-01-22 00:00:00,16,Online,65.46,3,196.38
2024-01-30 00:00:00,11,Partner,72.12,2,144.24
2024-02-07 00:00:00,19,Online,8,2,16
2024-02-20 00:00:00,15,Partner,93.94,3,281.82
2024-02-23 00:00:00,16,Online,9.94,18,178.92
2024-01-08 00:00:00,11,In-Store,56.42,14,789.88
2024-01-27 00:00:00,16,In-Store,72.36,18,1302.48
2024-01-27 00:00:00,8,Online,87.74,10,877.4
2024-01-21 00:00:00,4,Partner,72.84,2,145.68
2024-01-30 00:00:00,8,Online,81.16,1,81.16
2024-01-28 00:00:00,4,Partner,37.25,4,149
2024-03-04 00:00:00,3,In-Store,82.41,14,1153.74
2024-03-09 00:00:00,3,Partner,12.61,1,12.61
2024-03-01 00:00:00,18,In-Store,90.01,14,1260.14
2024-02-17 00:00:00,19,Partner,57.02,16,912.32
2024-01-19 00:00:00,19,Partner,82.64,14,1156.96
2024-01-04 00:00:00,5,Partner,47.97,3,143.91
2024-02-04 00:00:00,18,Online,66.14,3,198.42
2024-03-04 00:00:00,10,Online,55.01,9,495.09
2024-02-18 00:00:00,6,In-Store,74.5,6,447
2024-01-17 00:00:00,1,In-Store,12.75,13,165.75
2024-02-13 00:00:00,5,Online,10.73,2,21.46
2024-01-30 00:00:00,9,In-Store,28.47,8,227.76
2024-02-15 00:00:00,12,Online,20.16,2,40.32
2024-01-06 00:00:00,14,Partner,87.82,4,351.28
2024-02-06 00:00:00,2,In-Store,25.83,15,387.45
2024-01-24 00:00:00,17,In-Store,97.71,4,390.84
2024-02-15 00:00:00,14,Online,37.01,13,481.13
2024-02-22 00:00:00,13,In-Store,22.3,12,267.6
2024-02-29 00:00:00,9,In-Store,80.02,13,1040.26
2024-03-03 00:00:00,15,Partner,67.58,14,946.12
2024-03-25 00:00:00,15,In-Store,52.33,18,941.94
2024-02-01 00:00:00,11,Partner,57.76,6,346.56
2024-03-27 00:00:00,16,Online,73.32,11,806.52
2024-02-02 00:00:00,17,In-Store,26.7,2,53.4
2024-03-07 00:00:00,4,Partner,99.65,19,1893.35
2024-01-18 00:00:00,1,Online,97.61,19,1854.59
2024-01-25 00:00:00,8,In-Store,66.78,5,333.9
2024-02-23 00:00:00,17,Online,23.96,19,455.24
2024-02-27 00:00:00,3,In-Store,69.62,2,139.24
2024-03-07 00:00:00,20,Online,11.86,10,118.6
2024-02-15 00:00:00,15,Online,7.91,2,15.82
2024-01-24 00:00:00,15,Partner,29.48,11,324.28
2024-02-01 00:00:00,14,Online,48.95,18,881.1
2024-02-16 00:00:00,14,In-Store,87.49,15,1312.35
2024-03-26 00:00:00,2,In-Store,74.08,9,666.72
2024-01-23 00:00:00,13,Partner,75.56,19,1435.64
2024-03-06 00:00:00,14,In-Store,45.42,9,408.78
2024-01-27 00:00:00,19,In-Store,37.86,3,113.58
2024-01-02 00:00:00,7,In-Store,40.25,9,362.25
2024-03-30 00:00:00,3,Online,98.83,14,1383.62
2024-01-17 00:00:00,15,Online,8.81,19,167.39
2024-02-02 00:00:00,14,In-Store,87.37,7,611.59
2024-01-09 00:00:00,11,Partner,59.97,16,959.52
2024-02-12 00:00:00,15,Online,46.67,16,746.72
2024-02-17 00:00:00,13,Partner,73.9,1,73.9
2024-02-08 00:00:00,18,In-Store,51.23,4,204.92
2024-02-11 00:00:00,6,In-Store,87.98,4,351.92
2024-01-26 00:00:00,3,Online,90.57,7,633.99
2024-02-19 00:00:00,19,In-Store,45.06,8,360.48
2024-01-25 00:00:00,15,Online,31.3,17,532.1
2024-01-24 00:00:00,5,In-Store,61.27,5,306.35
2024-01-13 00:00:00,10,In-Store,91.67,7,641.69
2024-02-29 00:00:00,7,Online,25.01,4,100.04
2024-01-07 00:00:00,17,Online,64.18,6,385.08
2024-02-26 00:00:00,7,Online,65,7,455
2024-02-05 00:00:00,12,In-Store,74.65,18,1343.7
2024-02-14 00:00:00,17,In-Store,17.5,5,87.5
2024-01-20 00:00:00,13,Partner,73,3,219
2024-03-05 00:00:00,20,Online,91.36,7,639.52
2024-01-08 00:00:00,4,In-Store,22.07,14,308.98
2024-01-16 00:00:00,10,In-Store,27.57,7,192.99
2024-01-14 00:00:00,3,Online,97.28,5,486.4
2024-03-16 00:00:00,9,Partner,22.19,5,110.95
2024-03-27 00:00:00,13,Online,86.17,2,172.34
2024-01-15 00:00:00,18,Partner,51.77,6,310.62
2024-03-06 00:00:00,15,In-Store,28.49,15,427.35
2024-02-01 00:00:00,4,Partner,87.72,10,877.2
2024-03-27 00:00:00,15,In-Store,47.3,7,331.1
2024-03-03 00:00:00,2,Online,53.91,5,269.55
2024-03-26 00:00:00,15,Online,39.13,1,39.13
2024-02-20 00:00:00,8,Online,61.33,13,797.29
2024-01-25 00:00:00,8,Partner,20.53,18,369.54
2024-02-27 00:00:00,17,In-Store,42.15,13,547.95
2024-03-03 00:00:00,12,Online,97.09,18,1747.62
2024-03-02 00:00:00,19,Online,29.52,5,147.6
2024-01-22 00:00:00,10,In-Store,67.39,13,876.07
2024-02-27 00:00:00,9,Online,35.89,4,143.56
2024-02-27 00:00:00,5,In-Store,78.48,17,1334.16
2024-03-26 00:00:00,6,In-Store,17.43,3,52.29
2024-02-18 00:00:00,20,In-Store,97.13,17,1651.21
2024-02-21 00:00:00,2,In-Store,48.11,11,529.21
2024-02-11 00:00:00,13,In-Store,27.42,4,109.68
2024-03-10 00:00:00,6,Partner,11.98,2,23.96
2024-01-15 00:00:00,5,Online,21.13,16,338.08
2024-02-23 00:00:00,1,Partner,54.38,18,978.84
2024-02-29 00:00:00,6,Online,37.02,8,296.16
2024-01-08 00:00:00,6,Partner,83.74,3,251.22
2024-02-22 00:00:00,16,In-Store,45.93,9,413.37
2024-02-29 00:00:00,4,Online,28.63,6,171.78
2024-01-05 00:00:00,11,Online,63.63,10,636.3
2024-03-08 00:00:00,9,Partner,72.14,10,721.4
2024-01-06 00:00:00,3,Partner,20.87,13,271.31
2024-02-16 00:00:00,19,Online,20.92,17,355.64
2024-02-24 00:00:00,8,Partner,8.48,9,76.32
2024-02-09 00:00:00,5,Partner,74.96,17,1274.32
2024-02-21 00:00:00,4,Partner,68.06,9,612.54
2024-01-16 00:00:00,6,In-Store,50.09,9,450.81
2024-01-13 00:00:00,2,In-Store,85.2,1,85.2
2024-01-30 00:00:00,20,Partner,81.54,2,163.08
2024-01-19 00:00:00,11,Partner,60.61,16,969.76
2024-01-17 00:00:00,4,In-Store,87.49,1,87.49
2024-03-03 00:00:00,15,In-Store,24.55,10,245.5
2024-01-19 00:00:00,6,Online,15.63,18,281.34
2024-02-27 00:00:00,17,Online,30.63,8,245.04
2024-02-24 00:00:00,6,In-Store,10.42,11,114.62
2024-03-30 00:00:00,19,Partner,55.46,2,110.92
2024-03-30 00:00:00,2,Partner,93.98,8,751.84
2024-03-02 00:00:00,15,Partner,8.74,8,69.92
2024-01-23 00:00:00,11,Partner,16.6,17,282.2
2024-01-09 00:00:00,8,Online,47.96,15,719.4
2024-01-12 00:00:00,19,In-Store,93.72,17,1593.24
2024-01-01 00:00:00,13,Partner,35.03,13,455.39
2024-02-27 00:00:00,12,Online,53.19,19,1010.61
2024-01-01 00:00:00,5,Partner,8.95,5,44.75
2024-02-03 00:00:00,6,In-Store,19.09,12,229.08
2024-02-17 00:00:00,4,Online,98.73,1,98.73
2024-03-29 00:00:00,19,In-Store,96.69,5,483.45
2024-01-01 00:00:00,20,In-Store,5.47,8,43.76
2024-01-16 00:00:00,1,Online,95.42,13,1240.46
2024-03-01 00:00:00,20,Online,65.72,8,525.76
2024-03-04 00:00:00,17,Online,87.45,11,961.95
2024-03-03 00:00:00,12,Online,48.2,1,48.2
2024-03-09 00:00:00,15,Online,53.98,13,701.74
2024-01-22 00:00:00,1,Online,51.44,19,977.36
2024-03-07 00:00:00,14,Online,68.35,3,205.05
2024-03-16 00:00:00,6,Partner,18.27,17,310.59
2024-01-26 00:00:00,5,In-Store,7.85,5,39.25
2024-01-16 00:00:00,11,Online,34.25,8,274
2024-02-20 00:00:00,4,Partner,71.94,14,1007.16
2024-03-26 00:00:00,13,Partner,24.18,4,96.72
